City,Date,Day temperature,Night temperature
Тараз,13 Сентября 2021,+25°,+11°
Тараз,14 Сентября 2021,+26°,+10°
Тараз,15 Сентября 2021,+25°,+12°
Тараз,16 Сентября 2021,+25°,+12°
Тараз,17 Сентября 2021,+25°,+13°
Тараз,18 Сентября 2021,+26°,+13°
Тараз,19 Сентября 2021,+25°,+13°
Тараз,20 Сентября 2021,+24°,+11°
Тараз,21 Сентября 2021,+24°,+11°
Тараз,22 Сентября 2021,+24°,+11°
Тараз,23 Сентября 2021,+24°,+10°
Тараз,24 Сентября 2021,+24°,+9°
Тараз,25 Сентября 2021,+24°,+9°
Тараз,26 Сентября 2021,+25°,+9°
Тараз,27 Сентября 2021,+24°,+11°
Тараз,28 Сентября 2021,+22°,+10°
Тараз,29 Сентября 2021,+22°,+9°
Тараз,30 Сентября 2021,+21°,+9°
Тараз,1 Октября 2021,+22°,+9°
Тараз,2 Октября 2021,+23°,+10°
Тараз,3 Октября 2021,+23°,+11°
Тараз,4 Октября 2021,+21°,+9°
Тараз,5 Октября 2021,+21°,+9°
Тараз,6 Октября 2021,+19°,+8°
Тараз,7 Октября 2021,+19°,+8°
Тараз,8 Октября 2021,+19°,+8°
Тараз,9 Октября 2021,+18°,+7°
Тараз,10 Октября 2021,+18°,+6°
Тараз,11 Октября 2021,+18°,+7°
Тараз,12 Октября 2021,+19°,+8°
Тараз,13 Октября 2021,+18°,+8°
Тараз,14 Октября 2021,+17°,+7°
Тараз,15 Октября 2021,+18°,+7°
Тараз,16 Октября 2021,+19°,+7°
Тараз,17 Октября 2021,+19°,+8°
Тараз,18 Октября 2021,+17°,+7°
Тараз,19 Октября 2021,+17°,+6°
Тараз,20 Октября 2021,+17°,+5°
Тараз,21 Октября 2021,+16°,+6°
Тараз,22 Октября 2021,+15°,+5°
Тараз,23 Октября 2021,+15°,+5°
Тараз,24 Октября 2021,+14°,+4°
Тараз,25 Октября 2021,+15°,+4°
Тараз,26 Октября 2021,+15°,+4°
Тараз,27 Октября 2021,+15°,+4°
Тараз,28 Октября 2021,+13°,+4°
Тараз,29 Октября 2021,+14°,+3°
Тараз,30 Октября 2021,+15°,+4°
Тараз,31 Октября 2021,+15°,+5°
Тараз,1 Ноября 2021,+15°,+7°
Тараз,2 Ноября 2021,+15°,+6°
Тараз,3 Ноября 2021,+14°,+5°
Тараз,4 Ноября 2021,+12°,+4°
Тараз,5 Ноября 2021,+13°,+3°
Тараз,6 Ноября 2021,+13°,+3°
Тараз,7 Ноября 2021,+12°,+4°
Тараз,8 Ноября 2021,+11°,+3°
Тараз,9 Ноября 2021,+9°,0°
Тараз,10 Ноября 2021,+9°,0°
Тараз,11 Ноября 2021,+9°,0°
Тараз,12 Ноября 2021,+8°,+1°
Тараз,13 Ноября 2021,+8°,-1°
Тараз,14 Ноября 2021,+8°,0°
Тараз,15 Ноября 2021,+8°,0°
Тараз,16 Ноября 2021,+6°,-1°
Тараз,17 Ноября 2021,+7°,-1°
Тараз,18 Ноября 2021,+7°,0°
Тараз,19 Ноября 2021,+6°,-1°
Тараз,20 Ноября 2021,+3°,-3°
Тараз,21 Ноября 2021,+4°,-4°
Тараз,22 Ноября 2021,+4°,-3°
Тараз,23 Ноября 2021,+5°,-3°
Тараз,24 Ноября 2021,+6°,-2°
Тараз,25 Ноября 2021,+4°,-3°
Тараз,26 Ноября 2021,+4°,-4°
Тараз,27 Ноября 2021,+5°,-3°
Тараз,28 Ноября 2021,+6°,-2°
Тараз,29 Ноября 2021,+6°,-1°
Тараз,30 Ноября 2021,+6°,-2°
Тараз,1 Декабря 2021,+6°,-3°
Тараз,2 Декабря 2021,+5°,0°
Тараз,3 Декабря 2021,+5°,-1°
Тараз,4 Декабря 2021,+5°,-2°
Тараз,5 Декабря 2021,+4°,-3°
Тараз,6 Декабря 2021,+4°,-4°
Тараз,7 Декабря 2021,+5°,-4°
Тараз,8 Декабря 2021,+4°,-4°
Тараз,9 Декабря 2021,+3°,-4°
Тараз,10 Декабря 2021,+3°,-5°
Тараз,11 Декабря 2021,+4°,-4°
Тараз,12 Декабря 2021,+2°,-5°
Тараз,13 Декабря 2021,+2°,-5°
Тараз,14 Декабря 2021,+2°,-5°
Тараз,15 Декабря 2021,+3°,-4°
Тараз,16 Декабря 2021,+3°,-4°
Тараз,17 Декабря 2021,+1°,-5°
Тараз,18 Декабря 2021,+2°,-5°
Тараз,19 Декабря 2021,0°,-6°
Тараз,20 Декабря 2021,0°,-5°
Тараз,21 Декабря 2021,0°,-6°
Тараз,22 Декабря 2021,+2°,-6°
Тараз,23 Декабря 2021,+3°,-5°
Тараз,24 Декабря 2021,+3°,-6°
Тараз,25 Декабря 2021,+4°,-4°
Тараз,26 Декабря 2021,+2°,-4°
Тараз,27 Декабря 2021,+3°,-3°
Тараз,28 Декабря 2021,+2°,-4°
Тараз,29 Декабря 2021,+3°,-4°
Тараз,30 Декабря 2021,+2°,-5°
Тараз,31 Декабря 2021,+3°,-6°
Туркестан,Сегодня 1 Мая 2021,+24°,+13°
Туркестан,2 Мая 2021,+29°,+14°
Туркестан,3 Мая 2021,+32°,+18°
Туркестан,4 Мая 2021,+32°,+21°
Туркестан,5 Мая 2021,+34°,+21°
Туркестан,6 Мая 2021,+32°,+21°
Туркестан,7 Мая 2021,+33°,+21°
Туркестан,8 Мая 2021,+31°,+23°
Туркестан,9 Мая 2021,+30°,+22°
Туркестан,10 Мая 2021,+27°,+21°
Туркестан,11 Мая 2021,+30°,+21°
Туркестан,12 Мая 2021,+30°,+22°
Туркестан,13 Мая 2021,+32°,+25°
Туркестан,14 Мая 2021,+32°,+24°
Туркестан,15 Мая 2021,+31°,+18°
Туркестан,16 Мая 2021,+30°,+19°
Туркестан,17 Мая 2021,+31°,+18°
Туркестан,18 Мая 2021,+30°,+18°
Туркестан,19 Мая 2021,+29°,+17°
Туркестан,20 Мая 2021,+30°,+17°
Туркестан,21 Мая 2021,+28°,+17°
Туркестан,22 Мая 2021,+29°,+17°
Туркестан,23 Мая 2021,+30°,+17°
Туркестан,24 Мая 2021,+30°,+18°
Туркестан,25 Мая 2021,+31°,+19°
Туркестан,26 Мая 2021,+32°,+20°
Туркестан,27 Мая 2021,+33°,+20°
Туркестан,28 Мая 2021,+33°,+20°
Туркестан,29 Мая 2021,+34°,+21°
Туркестан,30 Мая 2021,+32°,+21°
Туркестан,31 Мая 2021,+33°,+20°
Туркестан,1 Июня 2021,+32°,+21°
Туркестан,2 Июня 2021,+33°,+21°
Туркестан,3 Июня 2021,+33°,+20°
Туркестан,4 Июня 2021,+34°,+20°
Туркестан,5 Июня 2021,+34°,+22°
Туркестан,6 Июня 2021,+33°,+22°
Туркестан,7 Июня 2021,+34°,+21°
Туркестан,8 Июня 2021,+35°,+21°
Туркестан,9 Июня 2021,+35°,+21°
Туркестан,10 Июня 2021,+34°,+22°
Туркестан,11 Июня 2021,+34°,+21°
Туркестан,12 Июня 2021,+35°,+22°
Туркестан,13 Июня 2021,+36°,+23°
Туркестан,14 Июня 2021,+35°,+24°
Туркестан,15 Июня 2021,+35°,+23°
Туркестан,16 Июня 2021,+34°,+22°
Туркестан,17 Июня 2021,+34°,+22°
Туркестан,18 Июня 2021,+36°,+23°
Туркестан,19 Июня 2021,+36°,+24°
Туркестан,20 Июня 2021,+36°,+24°
Туркестан,21 Июня 2021,+37°,+24°
Туркестан,22 Июня 2021,+36°,+24°
Туркестан,23 Июня 2021,+36°,+23°
Туркестан,24 Июня 2021,+36°,+23°
Туркестан,25 Июня 2021,+35°,+23°
Туркестан,26 Июня 2021,+36°,+23°
Туркестан,27 Июня 2021,+35°,+23°
Туркестан,28 Июня 2021,+34°,+22°
Туркестан,29 Июня 2021,+35°,+22°
Туркестан,30 Июня 2021,+36°,+22°
Туркестан,1 Июля 2021,+37°,+23°
Туркестан,2 Июля 2021,+36°,+23°
Туркестан,3 Июля 2021,+34°,+22°
Туркестан,4 Июля 2021,+35°,+21°
Туркестан,5 Июля 2021,+36°,+22°
Туркестан,6 Июля 2021,+37°,+23°
Туркестан,7 Июля 2021,+38°,+24°
Туркестан,8 Июля 2021,+38°,+25°
Туркестан,9 Июля 2021,+38°,+25°
Туркестан,10 Июля 2021,+38°,+25°
Туркестан,11 Июля 2021,+38°,+24°
Туркестан,12 Июля 2021,+38°,+25°
Туркестан,13 Июля 2021,+37°,+25°
Туркестан,14 Июля 2021,+36°,+25°
Туркестан,15 Июля 2021,+36°,+24°
Туркестан,16 Июля 2021,+37°,+24°
Туркестан,17 Июля 2021,+37°,+25°
Туркестан,18 Июля 2021,+37°,+24°
Туркестан,19 Июля 2021,+38°,+24°
Туркестан,20 Июля 2021,+38°,+25°
Туркестан,21 Июля 2021,+37°,+24°
Туркестан,22 Июля 2021,+37°,+24°
Туркестан,23 Июля 2021,+36°,+24°
Туркестан,24 Июля 2021,+37°,+24°
Туркестан,25 Июля 2021,+37°,+24°
Туркестан,26 Июля 2021,+37°,+25°
Туркестан,27 Июля 2021,+37°,+24°
Туркестан,28 Июля 2021,+36°,+24°
Туркестан,29 Июля 2021,+36°,+22°
Туркестан,30 Июля 2021,+36°,+22°
Туркестан,31 Июля 2021,+37°,+23°
Туркестан,1 Августа 2021,+37°,+24°
Туркестан,2 Августа 2021,+37°,+23°
Туркестан,3 Августа 2021,+36°,+23°
Туркестан,4 Августа 2021,+37°,+23°
Туркестан,5 Августа 2021,+38°,+24°
Туркестан,6 Августа 2021,+39°,+25°
Туркестан,7 Августа 2021,+38°,+25°
Туркестан,8 Августа 2021,+37°,+24°
Туркестан,9 Августа 2021,+36°,+24°
Туркестан,10 Августа 2021,+36°,+24°
Туркестан,11 Августа 2021,+34°,+22°
Туркестан,12 Августа 2021,+35°,+21°
Туркестан,13 Августа 2021,+35°,+21°
Туркестан,14 Августа 2021,+35°,+22°
Туркестан,15 Августа 2021,+35°,+22°
Туркестан,16 Августа 2021,+35°,+22°
Туркестан,17 Августа 2021,+35°,+22°
Туркестан,18 Августа 2021,+35°,+22°
Туркестан,19 Августа 2021,+36°,+22°
Туркестан,20 Августа 2021,+36°,+22°
Туркестан,21 Августа 2021,+36°,+23°
Туркестан,22 Августа 2021,+35°,+22°
Туркестан,23 Августа 2021,+34°,+22°
Туркестан,24 Августа 2021,+34°,+22°
Туркестан,25 Августа 2021,+32°,+20°
Туркестан,26 Августа 2021,+32°,+20°
Туркестан,27 Августа 2021,+32°,+19°
Туркестан,28 Августа 2021,+33°,+20°
Туркестан,29 Августа 2021,+32°,+20°
Туркестан,30 Августа 2021,+31°,+19°
Туркестан,31 Августа 2021,+33°,+19°
Туркестан,1 Сентября 2021,+33°,+20°
Туркестан,2 Сентября 2021,+32°,+19°
Туркестан,3 Сентября 2021,+31°,+18°
Туркестан,4 Сентября 2021,+30°,+17°
Туркестан,5 Сентября 2021,+30°,+17°
Туркестан,6 Сентября 2021,+29°,+17°
Туркестан,7 Сентября 2021,+30°,+17°
Туркестан,8 Сентября 2021,+31°,+17°
Туркестан,9 Сентября 2021,+31°,+18°
Туркестан,10 Сентября 2021,+31°,+17°
Туркестан,11 Сентября 2021,+30°,+17°
Туркестан,12 Сентября 2021,+29°,+16°
Туркестан,13 Сентября 2021,+28°,+15°
Туркестан,14 Сентября 2021,+29°,+15°
Туркестан,15 Сентября 2021,+28°,+16°
Туркестан,16 Сентября 2021,+28°,+16°
Туркестан,17 Сентября 2021,+28°,+15°
Туркестан,18 Сентября 2021,+28°,+15°
Туркестан,19 Сентября 2021,+28°,+16°
Туркестан,20 Сентября 2021,+27°,+15°
Туркестан,21 Сентября 2021,+27°,+14°
Туркестан,22 Сентября 2021,+27°,+14°
Туркестан,23 Сентября 2021,+27°,+14°
Туркестан,24 Сентября 2021,+27°,+14°
Туркестан,25 Сентября 2021,+27°,+14°
Туркестан,26 Сентября 2021,+27°,+14°
Туркестан,27 Сентября 2021,+26°,+15°
Туркестан,28 Сентября 2021,+24°,+14°
Туркестан,29 Сентября 2021,+24°,+13°
Туркестан,30 Сентября 2021,+24°,+12°
Туркестан,1 Октября 2021,+24°,+11°
Туркестан,2 Октября 2021,+25°,+12°
Туркестан,3 Октября 2021,+25°,+13°
Туркестан,4 Октября 2021,+24°,+11°
Туркестан,5 Октября 2021,+24°,+12°
Туркестан,6 Октября 2021,+23°,+11°
Туркестан,7 Октября 2021,+23°,+10°
Туркестан,8 Октября 2021,+23°,+10°
Туркестан,9 Октября 2021,+21°,+10°
Туркестан,10 Октября 2021,+22°,+10°
Туркестан,11 Октября 2021,+21°,+9°
Туркестан,12 Октября 2021,+22°,+9°
Туркестан,13 Октября 2021,+20°,+10°
Туркестан,14 Октября 2021,+20°,+9°
Туркестан,15 Октября 2021,+20°,+9°
Туркестан,16 Октября 2021,+21°,+9°
Туркестан,17 Октября 2021,+21°,+8°
Туркестан,18 Октября 2021,+19°,+9°
Туркестан,19 Октября 2021,+19°,+9°
Туркестан,20 Октября 2021,+20°,+7°
Туркестан,21 Октября 2021,+19°,+7°
Туркестан,22 Октября 2021,+17°,+5°
Туркестан,23 Октября 2021,+16°,+6°
Туркестан,24 Октября 2021,+16°,+5°
Туркестан,25 Октября 2021,+17°,+6°
Туркестан,26 Октября 2021,+16°,+5°
Туркестан,27 Октября 2021,+16°,+6°
Туркестан,28 Октября 2021,+14°,+4°
Туркестан,29 Октября 2021,+16°,+3°
Туркестан,30 Октября 2021,+17°,+7°
Туркестан,31 Октября 2021,+17°,+7°
Туркестан,1 Ноября 2021,+17°,+7°
Туркестан,2 Ноября 2021,+16°,+7°
Туркестан,3 Ноября 2021,+16°,+6°
Туркестан,4 Ноября 2021,+13°,+5°
Туркестан,5 Ноября 2021,+13°,+5°
Туркестан,6 Ноября 2021,+13°,+3°
Туркестан,7 Ноября 2021,+13°,+4°
Туркестан,8 Ноября 2021,+12°,+3°
Туркестан,9 Ноября 2021,+11°,+2°
Туркестан,10 Ноября 2021,+11°,+2°
Туркестан,11 Ноября 2021,+12°,+2°
Туркестан,12 Ноября 2021,+10°,+2°
Туркестан,13 Ноября 2021,+10°,+1°
Туркестан,14 Ноября 2021,+10°,0°
Туркестан,15 Ноября 2021,+9°,0°
Туркестан,16 Ноября 2021,+9°,+1°
Туркестан,17 Ноября 2021,+9°,0°
Туркестан,18 Ноября 2021,+9°,+1°
Туркестан,19 Ноября 2021,+8°,0°
Туркестан,20 Ноября 2021,+7°,-2°
Туркестан,21 Ноября 2021,+7°,-2°
Туркестан,22 Ноября 2021,+8°,0°
Туркестан,23 Ноября 2021,+8°,0°
Туркестан,24 Ноября 2021,+7°,0°
Туркестан,25 Ноября 2021,+8°,-1°
Туркестан,26 Ноября 2021,+7°,0°
Туркестан,27 Ноября 2021,+7°,-1°
Туркестан,28 Ноября 2021,+7°,0°
Туркестан,29 Ноября 2021,+8°,0°
Туркестан,30 Ноября 2021,+9°,0°
Туркестан,1 Декабря 2021,+8°,0°
Туркестан,2 Декабря 2021,+8°,+1°
Туркестан,3 Декабря 2021,+7°,0°
Туркестан,4 Декабря 2021,+6°,0°
Туркестан,5 Декабря 2021,+5°,-2°
Туркестан,6 Декабря 2021,+5°,-2°
Туркестан,7 Декабря 2021,+5°,-2°
Туркестан,8 Декабря 2021,+6°,-2°
Туркестан,9 Декабря 2021,+5°,-2°
Туркестан,10 Декабря 2021,+5°,-4°
Туркестан,11 Декабря 2021,+5°,-3°
Туркестан,12 Декабря 2021,+3°,-3°
Туркестан,13 Декабря 2021,+4°,-3°
Туркестан,14 Декабря 2021,+5°,-3°
Туркестан,15 Декабря 2021,+5°,-3°
Туркестан,16 Декабря 2021,+4°,-4°
Туркестан,17 Декабря 2021,+2°,-6°
Туркестан,18 Декабря 2021,+2°,-5°
Туркестан,19 Декабря 2021,+2°,-6°
Туркестан,20 Декабря 2021,+2°,-4°
Туркестан,21 Декабря 2021,+3°,-4°
Туркестан,22 Декабря 2021,+2°,-5°
Туркестан,23 Декабря 2021,+3°,-4°
Туркестан,24 Декабря 2021,+3°,-4°
Туркестан,25 Декабря 2021,+4°,-3°
Туркестан,26 Декабря 2021,+3°,-2°
Туркестан,27 Декабря 2021,+3°,-3°
Туркестан,28 Декабря 2021,+6°,-3°
Туркестан,29 Декабря 2021,+4°,-2°
Туркестан,30 Декабря 2021,+4°,-5°
Туркестан,31 Декабря 2021,+5°,-4°
Усть-Каменогорск,Сегодня 1 Мая 2021,+15°,+7°
Усть-Каменогорск,2 Мая 2021,+14°,+2°
Усть-Каменогорск,3 Мая 2021,+19°,+4°
Усть-Каменогорск,4 Мая 2021,+22°,+9°
Усть-Каменогорск,5 Мая 2021,+21°,+5°
Усть-Каменогорск,6 Мая 2021,+28°,+11°
Усть-Каменогорск,7 Мая 2021,+26°,+16°
Усть-Каменогорск,8 Мая 2021,+21°,+9°
Усть-Каменогорск,9 Мая 2021,+20°,+8°
Усть-Каменогорск,10 Мая 2021,+18°,+10°
Усть-Каменогорск,11 Мая 2021,+21°,+11°
Усть-Каменогорск,12 Мая 2021,+24°,+14°
Усть-Каменогорск,13 Мая 2021,+27°,+18°
Усть-Каменогорск,14 Мая 2021,+28°,+19°
Усть-Каменогорск,15 Мая 2021,+22°,+7°
Усть-Каменогорск,16 Мая 2021,+21°,+7°
Усть-Каменогорск,17 Мая 2021,+19°,+7°
Усть-Каменогорск,18 Мая 2021,+19°,+6°
Усть-Каменогорск,19 Мая 2021,+19°,+5°
Усть-Каменогорск,20 Мая 2021,+20°,+5°
Усть-Каменогорск,21 Мая 2021,+20°,+7°
Усть-Каменогорск,22 Мая 2021,+21°,+7°
Усть-Каменогорск,23 Мая 2021,+21°,+7°
Усть-Каменогорск,24 Мая 2021,+22°,+7°
Усть-Каменогорск,25 Мая 2021,+20°,+8°
Усть-Каменогорск,26 Мая 2021,+21°,+8°
Усть-Каменогорск,27 Мая 2021,+22°,+8°
Усть-Каменогорск,28 Мая 2021,+24°,+8°
Усть-Каменогорск,29 Мая 2021,+26°,+10°
Усть-Каменогорск,30 Мая 2021,+25°,+10°
Усть-Каменогорск,31 Мая 2021,+23°,+10°
Усть-Каменогорск,1 Июня 2021,+24°,+9°
Усть-Каменогорск,2 Июня 2021,+24°,+10°
Усть-Каменогорск,3 Июня 2021,+25°,+8°
Усть-Каменогорск,4 Июня 2021,+25°,+10°
Усть-Каменогорск,5 Июня 2021,+26°,+11°
Усть-Каменогорск,6 Июня 2021,+25°,+10°
Усть-Каменогорск,7 Июня 2021,+25°,+10°
Усть-Каменогорск,8 Июня 2021,+26°,+11°
Усть-Каменогорск,9 Июня 2021,+27°,+12°
Усть-Каменогорск,10 Июня 2021,+27°,+12°
Усть-Каменогорск,11 Июня 2021,+26°,+11°
Усть-Каменогорск,12 Июня 2021,+27°,+12°
Усть-Каменогорск,13 Июня 2021,+27°,+12°
Усть-Каменогорск,14 Июня 2021,+28°,+12°
Усть-Каменогорск,15 Июня 2021,+28°,+12°
Усть-Каменогорск,16 Июня 2021,+26°,+13°
Усть-Каменогорск,17 Июня 2021,+26°,+11°
Усть-Каменогорск,18 Июня 2021,+26°,+10°
Усть-Каменогорск,19 Июня 2021,+28°,+11°
Усть-Каменогорск,20 Июня 2021,+27°,+11°
Усть-Каменогорск,21 Июня 2021,+27°,+10°
Усть-Каменогорск,22 Июня 2021,+27°,+10°
Усть-Каменогорск,23 Июня 2021,+28°,+12°
Усть-Каменогорск,24 Июня 2021,+27°,+12°
Усть-Каменогорск,25 Июня 2021,+27°,+11°
Усть-Каменогорск,26 Июня 2021,+29°,+12°
Усть-Каменогорск,27 Июня 2021,+29°,+11°
Усть-Каменогорск,28 Июня 2021,+27°,+12°
Усть-Каменогорск,29 Июня 2021,+27°,+13°
Усть-Каменогорск,30 Июня 2021,+27°,+13°
Усть-Каменогорск,1 Июля 2021,+29°,+14°
Усть-Каменогорск,2 Июля 2021,+27°,+14°
Усть-Каменогорск,3 Июля 2021,+27°,+14°
Усть-Каменогорск,4 Июля 2021,+27°,+14°
Усть-Каменогорск,5 Июля 2021,+26°,+13°
Усть-Каменогорск,6 Июля 2021,+27°,+12°
Усть-Каменогорск,7 Июля 2021,+28°,+13°
Усть-Каменогорск,8 Июля 2021,+28°,+12°
Усть-Каменогорск,9 Июля 2021,+28°,+11°
Усть-Каменогорск,10 Июля 2021,+29°,+13°
Усть-Каменогорск,11 Июля 2021,+28°,+13°
Усть-Каменогорск,12 Июля 2021,+29°,+14°
Усть-Каменогорск,13 Июля 2021,+30°,+14°
Усть-Каменогорск,14 Июля 2021,+31°,+14°
Усть-Каменогорск,15 Июля 2021,+30°,+14°
Усть-Каменогорск,16 Июля 2021,+30°,+13°
Усть-Каменогорск,17 Июля 2021,+30°,+13°
Усть-Каменогорск,18 Июля 2021,+30°,+13°
Усть-Каменогорск,19 Июля 2021,+30°,+13°
Усть-Каменогорск,20 Июля 2021,+30°,+13°
Усть-Каменогорск,21 Июля 2021,+31°,+15°
Усть-Каменогорск,22 Июля 2021,+29°,+15°
Усть-Каменогорск,23 Июля 2021,+28°,+13°
Усть-Каменогорск,24 Июля 2021,+26°,+11°
Усть-Каменогорск,25 Июля 2021,+28°,+12°
Усть-Каменогорск,26 Июля 2021,+29°,+14°
Усть-Каменогорск,27 Июля 2021,+30°,+13°
Усть-Каменогорск,28 Июля 2021,+29°,+13°
Усть-Каменогорск,29 Июля 2021,+27°,+13°
Усть-Каменогорск,30 Июля 2021,+28°,+12°
Усть-Каменогорск,31 Июля 2021,+29°,+11°
Усть-Каменогорск,1 Августа 2021,+30°,+13°
Усть-Каменогорск,2 Августа 2021,+29°,+12°
Усть-Каменогорск,3 Августа 2021,+30°,+12°
Усть-Каменогорск,4 Августа 2021,+30°,+12°
Усть-Каменогорск,5 Августа 2021,+30°,+13°
Усть-Каменогорск,6 Августа 2021,+29°,+12°
Усть-Каменогорск,7 Августа 2021,+30°,+11°
Усть-Каменогорск,8 Августа 2021,+29°,+13°
Усть-Каменогорск,9 Августа 2021,+29°,+12°
Усть-Каменогорск,10 Августа 2021,+28°,+14°
Усть-Каменогорск,11 Августа 2021,+27°,+12°
Усть-Каменогорск,12 Августа 2021,+27°,+11°
Усть-Каменогорск,13 Августа 2021,+28°,+11°
Усть-Каменогорск,14 Августа 2021,+27°,+11°
Усть-Каменогорск,15 Августа 2021,+26°,+12°
Усть-Каменогорск,16 Августа 2021,+26°,+9°
Усть-Каменогорск,17 Августа 2021,+28°,+9°
Усть-Каменогорск,18 Августа 2021,+28°,+11°
Усть-Каменогорск,19 Августа 2021,+28°,+11°
Усть-Каменогорск,20 Августа 2021,+28°,+12°
Усть-Каменогорск,21 Августа 2021,+27°,+12°
Усть-Каменогорск,22 Августа 2021,+26°,+10°
Усть-Каменогорск,23 Августа 2021,+26°,+10°
Усть-Каменогорск,24 Августа 2021,+27°,+10°
Усть-Каменогорск,25 Августа 2021,+28°,+11°
Усть-Каменогорск,26 Августа 2021,+26°,+12°
Усть-Каменогорск,27 Августа 2021,+24°,+11°
Усть-Каменогорск,28 Августа 2021,+25°,+9°
Усть-Каменогорск,29 Августа 2021,+26°,+10°
Усть-Каменогорск,30 Августа 2021,+26°,+11°
Усть-Каменогорск,31 Августа 2021,+26°,+10°
Усть-Каменогорск,1 Сентября 2021,+26°,+10°
Усть-Каменогорск,2 Сентября 2021,+26°,+10°
Усть-Каменогорск,3 Сентября 2021,+24°,+8°
Усть-Каменогорск,4 Сентября 2021,+24°,+7°
Усть-Каменогорск,5 Сентября 2021,+23°,+7°
Усть-Каменогорск,6 Сентября 2021,+23°,+7°
Усть-Каменогорск,7 Сентября 2021,+23°,+8°
Усть-Каменогорск,8 Сентября 2021,+23°,+7°
Усть-Каменогорск,9 Сентября 2021,+22°,+8°
Усть-Каменогорск,10 Сентября 2021,+23°,+7°
Усть-Каменогорск,11 Сентября 2021,+22°,+8°
Усть-Каменогорск,12 Сентября 2021,+20°,+8°
Усть-Каменогорск,13 Сентября 2021,+19°,+5°
Усть-Каменогорск,14 Сентября 2021,+21°,+7°
Усть-Каменогорск,15 Сентября 2021,+20°,+7°
Усть-Каменогорск,16 Сентября 2021,+20°,+7°
Усть-Каменогорск,17 Сентября 2021,+21°,+9°
Усть-Каменогорск,18 Сентября 2021,+21°,+8°
Усть-Каменогорск,19 Сентября 2021,+20°,+7°
Усть-Каменогорск,20 Сентября 2021,+19°,+6°
Усть-Каменогорск,21 Сентября 2021,+20°,+7°
Усть-Каменогорск,22 Сентября 2021,+18°,+7°
Усть-Каменогорск,23 Сентября 2021,+17°,+6°
Усть-Каменогорск,24 Сентября 2021,+16°,+4°
Усть-Каменогорск,25 Сентября 2021,+16°,+3°
Усть-Каменогорск,26 Сентября 2021,+17°,+5°
Усть-Каменогорск,27 Сентября 2021,+19°,+5°
Усть-Каменогорск,28 Сентября 2021,+18°,+7°
Усть-Каменогорск,29 Сентября 2021,+16°,+5°
Усть-Каменогорск,30 Сентября 2021,+17°,+4°
Усть-Каменогорск,1 Октября 2021,+18°,+5°
Усть-Каменогорск,2 Октября 2021,+17°,+5°
Усть-Каменогорск,3 Октября 2021,+17°,+5°
Усть-Каменогорск,4 Октября 2021,+16°,+6°
Усть-Каменогорск,5 Октября 2021,+14°,+4°
Усть-Каменогорск,6 Октября 2021,+12°,+2°
Усть-Каменогорск,7 Октября 2021,+14°,+4°
Усть-Каменогорск,8 Октября 2021,+14°,+4°
Усть-Каменогорск,9 Октября 2021,+14°,+2°
Усть-Каменогорск,10 Октября 2021,+14°,+3°
Усть-Каменогорск,11 Октября 2021,+14°,+2°
Усть-Каменогорск,12 Октября 2021,+11°,+2°
Усть-Каменогорск,13 Октября 2021,+13°,+3°
Усть-Каменогорск,14 Октября 2021,+12°,+3°
Усть-Каменогорск,15 Октября 2021,+14°,+3°
Усть-Каменогорск,16 Октября 2021,+12°,+4°
Усть-Каменогорск,17 Октября 2021,+12°,+3°
Усть-Каменогорск,18 Октября 2021,+12°,+3°
Усть-Каменогорск,19 Октября 2021,+9°,+2°
Усть-Каменогорск,20 Октября 2021,+7°,+1°
Усть-Каменогорск,21 Октября 2021,+10°,+1°
Усть-Каменогорск,22 Октября 2021,+9°,+1°
Усть-Каменогорск,23 Октября 2021,+7°,0°
Усть-Каменогорск,24 Октября 2021,+7°,0°
Усть-Каменогорск,25 Октября 2021,+7°,0°
Усть-Каменогорск,26 Октября 2021,+7°,+1°
Усть-Каменогорск,27 Октября 2021,+7°,-2°
Усть-Каменогорск,28 Октября 2021,+8°,-2°
Усть-Каменогорск,29 Октября 2021,+7°,-1°
Усть-Каменогорск,30 Октября 2021,+7°,-1°
Усть-Каменогорск,31 Октября 2021,+7°,-1°
Усть-Каменогорск,1 Ноября 2021,+7°,-1°
Усть-Каменогорск,2 Ноября 2021,+7°,-1°
Усть-Каменогорск,3 Ноября 2021,+7°,-1°
Усть-Каменогорск,4 Ноября 2021,+6°,-1°
Усть-Каменогорск,5 Ноября 2021,+4°,-1°
Усть-Каменогорск,6 Ноября 2021,+5°,-1°
Усть-Каменогорск,7 Ноября 2021,+5°,-1°
Усть-Каменогорск,8 Ноября 2021,+2°,-2°
Усть-Каменогорск,9 Ноября 2021,0°,-5°
Усть-Каменогорск,10 Ноября 2021,0°,-5°
Усть-Каменогорск,11 Ноября 2021,-1°,-9°
Усть-Каменогорск,12 Ноября 2021,-2°,-8°
Усть-Каменогорск,13 Ноября 2021,-1°,-8°
Усть-Каменогорск,14 Ноября 2021,-1°,-7°
Усть-Каменогорск,15 Ноября 2021,-1°,-6°
Усть-Каменогорск,16 Ноября 2021,-3°,-10°
Усть-Каменогорск,17 Ноября 2021,-3°,-10°
Усть-Каменогорск,18 Ноября 2021,-2°,-9°
Усть-Каменогорск,19 Ноября 2021,-4°,-10°
Усть-Каменогорск,20 Ноября 2021,-5°,-11°
